hour,station_id,Wind_Error,Target_Wind,Baseline_Wind,Pressure_Gradient,Thermal_Delta,Hour_of_Day,Month,Wind_Direction,Temperature,Wind_Gust_Baseline,Is_Thermal_Window,Wind_Dir_Sin,Wind_Dir_Cos,Hour_Sin,Hour_Cos,HRRR_Temp,Temp_Model_Delta
2025-12-24 06:00:00,KUTLEHI73,-6.8999999999999995,1.7,8.6,-3.8,12.899999999999999,6,12,105,49.9,21.0,0,0.9659,-0.2588,1.0,0.0,49.5,0.3999999999999986
2025-12-24 06:00:00,KUTSARAT50,1.0999999999999996,9.7,8.6,-3.8,12.600000000000001,6,12,105,49.6,21.0,0,0.9659,-0.2588,1.0,0.0,49.5,0.10000000000000142
2025-12-24 06:00:00,KUTLEHI111,-2.8,5.8,8.6,-3.8,12.600000000000001,6,12,105,49.6,21.0,0,0.9659,-0.2588,1.0,0.0,49.5,0.10000000000000142
2025-12-24 06:00:00,KUTSARAT74,-7.8,0.8,8.6,-3.8,10.5,6,12,105,47.5,21.0,0,0.9659,-0.2588,1.0,0.0,49.5,-2.0
2025-12-24 06:00:00,KUTPLEAS11,-8.5,0.1,8.6,-3.8,12.0,6,12,105,49.0,21.0,0,0.9659,-0.2588,1.0,0.0,49.5,-0.5
2025-12-24 06:00:00,KUTSARAT62,-4.3,4.3,8.6,-3.8,13.0,6,12,105,50.0,21.0,0,0.9659,-0.2588,1.0,0.0,49.5,0.5
2025-12-24 07:00:00,KUTLEHI73,-7.699999999999999,1.9,9.6,-3.7,12.700000000000003,7,12,121,49.7,19.2,0,0.8572,-0.515,0.9659,-0.2588,47.9,1.8000000000000043
2025-12-24 07:00:00,KUTSARAT81,-2.8,6.8,9.6,-3.7,11.0,7,12,121,48.0,19.2,0,0.8572,-0.515,0.9659,-0.2588,47.9,0.10000000000000142
2025-12-24 07:00:00,KUTLEHI111,-3.3,6.3,9.6,-3.7,14.600000000000001,7,12,121,51.6,19.2,0,0.8572,-0.515,0.9659,-0.2588,47.9,3.700000000000003
2025-12-24 07:00:00,KUTSARAT50,-2.0,7.6,9.6,-3.7,10.399999999999999,7,12,121,47.4,19.2,0,0.8572,-0.515,0.9659,-0.2588,47.9,-0.5
2025-12-24 07:00:00,KUTPLEAS11,-8.6,1.0,9.6,-3.7,17.4,7,12,121,54.4,19.2,0,0.8572,-0.515,0.9659,-0.2588,47.9,6.5
2025-12-24 07:00:00,KUTSARAT62,-5.699999999999999,3.9,9.6,-3.7,13.299999999999997,7,12,121,50.3,19.2,0,0.8572,-0.515,0.9659,-0.2588,47.9,2.3999999999999986
2025-12-24 07:00:00,KUTSARAT74,-5.699999999999999,3.9,9.6,-3.7,11.399999999999999,7,12,121,48.4,19.2,0,0.8572,-0.515,0.9659,-0.2588,47.9,0.5
2025-12-24 08:00:00,KUTSARAT50,-1.1999999999999993,10.5,11.7,-2.9,15.799999999999997,8,12,167,52.8,16.6,0,0.225,-0.9744,0.866,-0.5,46.0,6.799999999999997
2025-12-24 08:00:00,KUTSARAT62,-8.399999999999999,3.3,11.7,-2.9,13.600000000000001,8,12,167,50.6,16.6,0,0.225,-0.9744,0.866,-0.5,46.0,4.600000000000001
2025-12-24 08:00:00,KUTLEHI111,-5.999999999999999,5.7,11.7,-2.9,13.200000000000003,8,12,167,50.2,16.6,0,0.225,-0.9744,0.866,-0.5,46.0,4.200000000000003
2025-12-24 08:00:00,KUTLEHI73,-8.899999999999999,2.8,11.7,-2.9,13.899999999999999,8,12,167,50.9,16.6,0,0.225,-0.9744,0.866,-0.5,46.0,4.899999999999999
2025-12-24 08:00:00,KUTSARAT74,-6.699999999999999,5.0,11.7,-2.9,15.299999999999997,8,12,167,52.3,16.6,0,0.225,-0.9744,0.866,-0.5,46.0,6.299999999999997
2025-12-24 08:00:00,KUTSARAT81,-1.6999999999999993,10.0,11.7,-2.9,15.100000000000001,8,12,167,52.1,16.6,0,0.225,-0.9744,0.866,-0.5,46.0,6.100000000000001
2025-12-24 08:00:00,KUTPLEAS11,-11.299999999999999,0.4,11.7,-2.9,15.299999999999997,8,12,167,52.3,16.6,0,0.225,-0.9744,0.866,-0.5,46.0,6.299999999999997
2025-12-24 09:00:00,KUTSARAT81,3.0,14.4,11.4,-2.4,16.6,9,12,180,53.6,23.3,0,0.0,-1.0,0.7071,-0.7071,47.8,5.800000000000004
2025-12-24 09:00:00,KUTLEHI111,-5.1000000000000005,6.3,11.4,-2.4,12.600000000000001,9,12,180,49.6,23.3,0,0.0,-1.0,0.7071,-0.7071,47.8,1.8000000000000043
2025-12-24 09:00:00,KUTSARAT74,-7.2,4.2,11.4,-2.4,16.799999999999997,9,12,180,53.8,23.3,0,0.0,-1.0,0.7071,-0.7071,47.8,6.0
2025-12-24 09:00:00,KUTSARAT62,-6.300000000000001,5.1,11.4,-2.4,16.0,9,12,180,53.0,23.3,0,0.0,-1.0,0.7071,-0.7071,47.8,5.200000000000003
2025-12-24 09:00:00,KUTSARAT50,4.299999999999999,15.7,11.4,-2.4,16.9,9,12,180,53.9,23.3,0,0.0,-1.0,0.7071,-0.7071,47.8,6.100000000000001
2025-12-24 09:00:00,KUTLEHI73,-7.800000000000001,3.6,11.4,-2.4,15.399999999999999,9,12,180,52.4,23.3,0,0.0,-1.0,0.7071,-0.7071,47.8,4.600000000000001
2025-12-24 09:00:00,KUTPLEAS11,-11.4,0.0,11.4,-2.4,14.399999999999999,9,12,180,51.4,23.3,0,0.0,-1.0,0.7071,-0.7071,47.8,3.6000000000000014
2025-12-24 10:00:00,KUTSARAT81,-0.29999999999999893,14.9,15.2,-2.1,18.299999999999997,10,12,183,55.3,25.9,1,-0.0523,-0.9986,0.5,-0.866,52.2,3.0999999999999943
2025-12-24 10:00:00,KUTSARAT62,-10.6,4.6,15.2,-2.1,18.0,10,12,183,55.0,25.9,1,-0.0523,-0.9986,0.5,-0.866,52.2,2.799999999999997
2025-12-24 10:00:00,KUTPLEAS11,-14.6,0.6,15.2,-2.1,17.700000000000003,10,12,183,54.7,25.9,1,-0.0523,-0.9986,0.5,-0.866,52.2,2.5
2025-12-24 10:00:00,KUTLEHI73,-11.899999999999999,3.3,15.2,-2.1,17.1,10,12,183,54.1,25.9,1,-0.0523,-0.9986,0.5,-0.866,52.2,1.8999999999999986
2025-12-24 10:00:00,KUTSARAT74,-11.6,3.6,15.2,-2.1,19.299999999999997,10,12,183,56.3,25.9,1,-0.0523,-0.9986,0.5,-0.866,52.2,4.099999999999994
2025-12-24 10:00:00,KUTSARAT50,-0.5,14.7,15.2,-2.1,18.5,10,12,183,55.5,25.9,1,-0.0523,-0.9986,0.5,-0.866,52.2,3.299999999999997
2025-12-24 10:00:00,KUTLEHI111,-10.799999999999999,4.4,15.2,-2.1,14.100000000000001,10,12,183,51.1,25.9,1,-0.0523,-0.9986,0.5,-0.866,52.2,-1.1000000000000014
2025-12-24 11:00:00,KUTPLEAS11,-18.1,0.9,19.0,-1.7000000000000002,22.9,11,12,187,59.9,28.4,1,-0.1219,-0.9925,0.2588,-0.9659,55.3,4.600000000000001
2025-12-24 11:00:00,KUTLEHI73,-14.4,4.6,19.0,-1.7000000000000002,19.700000000000003,11,12,187,56.7,28.4,1,-0.1219,-0.9925,0.2588,-0.9659,55.3,1.4000000000000057
2025-12-24 11:00:00,KUTSARAT50,-5.699999999999999,13.3,19.0,-1.7000000000000002,19.6,11,12,187,56.6,28.4,1,-0.1219,-0.9925,0.2588,-0.9659,55.3,1.3000000000000043
2025-12-24 11:00:00,KUTSARAT81,-7.1,11.9,19.0,-1.7000000000000002,19.4,11,12,187,56.4,28.4,1,-0.1219,-0.9925,0.2588,-0.9659,55.3,1.1000000000000014
2025-12-24 11:00:00,KUTSARAT74,-14.7,4.3,19.0,-1.7000000000000002,21.299999999999997,11,12,187,58.3,28.4,1,-0.1219,-0.9925,0.2588,-0.9659,55.3,3.0
2025-12-24 11:00:00,KUTSARAT62,-13.1,5.9,19.0,-1.7000000000000002,20.299999999999997,11,12,187,57.3,28.4,1,-0.1219,-0.9925,0.2588,-0.9659,55.3,2.0
2025-12-24 11:00:00,KUTLEHI111,-14.6,4.4,19.0,-1.7000000000000002,15.5,11,12,187,52.5,28.4,1,-0.1219,-0.9925,0.2588,-0.9659,55.3,-2.799999999999997
2025-12-24 12:00:00,KUTSARAT74,-10.5,6.0,16.5,-1.5,21.700000000000003,12,12,171,58.7,31.8,1,0.1564,-0.9877,0.0,-1.0,54.8,3.9000000000000057
2025-12-24 12:00:00,KUTSARAT50,-5.199999999999999,11.3,16.5,-1.5,19.700000000000003,12,12,171,56.7,31.8,1,0.1564,-0.9877,0.0,-1.0,54.8,1.9000000000000057
2025-12-24 12:00:00,KUTSARAT81,-7.9,8.6,16.5,-1.5,20.1,12,12,171,57.1,31.8,1,0.1564,-0.9877,0.0,-1.0,54.8,2.3000000000000043
2025-12-24 12:00:00,KUTSARAT62,-10.9,5.6,16.5,-1.5,20.1,12,12,171,57.1,31.8,1,0.1564,-0.9877,0.0,-1.0,54.8,2.3000000000000043
2025-12-24 12:00:00,KUTPLEAS11,-15.4,1.1,16.5,-1.5,23.799999999999997,12,12,171,60.8,31.8,1,0.1564,-0.9877,0.0,-1.0,54.8,6.0
2025-12-24 12:00:00,KUTLEHI111,-8.7,7.8,16.5,-1.5,21.0,12,12,171,58.0,31.8,1,0.1564,-0.9877,0.0,-1.0,54.8,3.200000000000003
2025-12-24 12:00:00,KUTLEHI73,-12.1,4.4,16.5,-1.5,19.5,12,12,171,56.5,31.8,1,0.1564,-0.9877,0.0,-1.0,54.8,1.7000000000000028
2025-12-24 13:00:00,KUTSARAT81,-11.000000000000002,10.6,21.6,-1.1,19.6,13,12,154,56.6,33.1,1,0.4384,-0.8988,-0.2588,-0.9659,57.0,-0.3999999999999986
2025-12-24 13:00:00,KUTSARAT62,-15.900000000000002,5.7,21.6,-1.1,20.6,13,12,154,57.6,33.1,1,0.4384,-0.8988,-0.2588,-0.9659,57.0,0.6000000000000014
2025-12-24 13:00:00,KUTLEHI73,-17.900000000000002,3.7,21.6,-1.1,19.700000000000003,13,12,154,56.7,33.1,1,0.4384,-0.8988,-0.2588,-0.9659,57.0,-0.29999999999999716
2025-12-24 13:00:00,KUTSARAT50,-9.600000000000001,12.0,21.6,-1.1,20.4,13,12,154,57.4,33.1,1,0.4384,-0.8988,-0.2588,-0.9659,57.0,0.3999999999999986
2025-12-24 13:00:00,KUTPLEAS11,-20.3,1.3,21.6,-1.1,24.299999999999997,13,12,154,61.3,33.1,1,0.4384,-0.8988,-0.2588,-0.9659,57.0,4.299999999999997
2025-12-24 13:00:00,KUTSARAT74,-19.400000000000002,2.2,21.6,-1.1,20.700000000000003,13,12,154,57.7,33.1,1,0.4384,-0.8988,-0.2588,-0.9659,57.0,0.7000000000000028
2025-12-24 13:00:00,KUTLEHI111,-13.700000000000001,7.9,21.6,-1.1,20.799999999999997,13,12,154,57.8,33.1,1,0.4384,-0.8988,-0.2588,-0.9659,57.0,0.7999999999999972
2025-12-24 14:00:00,KUTSARAT81,-12.0,10.7,22.7,-1.5,20.299999999999997,14,12,156,57.3,32.9,1,0.4067,-0.9135,-0.5,-0.866,59.3,-2.0
2025-12-24 14:00:00,KUTPLEAS11,-21.599999999999998,1.1,22.7,-1.5,21.0,14,12,156,58.0,32.9,1,0.4067,-0.9135,-0.5,-0.866,59.3,-1.2999999999999972
2025-12-24 14:00:00,KUTLEHI73,-19.8,2.9,22.7,-1.5,19.299999999999997,14,12,156,56.3,32.9,1,0.4067,-0.9135,-0.5,-0.866,59.3,-3.0
2025-12-24 14:00:00,KUTSARAT74,-19.0,3.7,22.7,-1.5,18.799999999999997,14,12,156,55.8,32.9,1,0.4067,-0.9135,-0.5,-0.866,59.3,-3.5
2025-12-24 14:00:00,KUTSARAT50,-9.799999999999999,12.9,22.7,-1.5,20.700000000000003,14,12,156,57.7,32.9,1,0.4067,-0.9135,-0.5,-0.866,59.3,-1.5999999999999943
2025-12-24 14:00:00,KUTSARAT62,-18.1,4.6,22.7,-1.5,19.200000000000003,14,12,156,56.2,32.9,1,0.4067,-0.9135,-0.5,-0.866,59.3,-3.0999999999999943
2025-12-24 14:00:00,KUTLEHI111,-14.1,8.6,22.7,-1.5,18.0,14,12,156,55.0,32.9,1,0.4067,-0.9135,-0.5,-0.866,59.3,-4.299999999999997
2025-12-24 15:00:00,KUTSARAT81,-8.2,10.0,18.2,-1.7000000000000002,19.299999999999997,15,12,184,56.3,28.4,1,-0.0698,-0.9976,-0.7071,-0.7071,59.1,-2.8000000000000043
2025-12-24 15:00:00,KUTSARAT74,-16.2,2.0,18.2,-1.7000000000000002,19.4,15,12,184,56.4,28.4,1,-0.0698,-0.9976,-0.7071,-0.7071,59.1,-2.700000000000003
2025-12-24 15:00:00,KUTSARAT62,-12.6,5.6,18.2,-1.7000000000000002,19.6,15,12,184,56.6,28.4,1,-0.0698,-0.9976,-0.7071,-0.7071,59.1,-2.5
2025-12-24 15:00:00,KUTLEHI111,-10.299999999999999,7.9,18.2,-1.7000000000000002,19.1,15,12,184,56.1,28.4,1,-0.0698,-0.9976,-0.7071,-0.7071,59.1,-3.0
2025-12-24 15:00:00,KUTSARAT50,-6.5,11.7,18.2,-1.7000000000000002,20.0,15,12,184,57.0,28.4,1,-0.0698,-0.9976,-0.7071,-0.7071,59.1,-2.1000000000000014
2025-12-24 15:00:00,KUTLEHI73,-14.7,3.5,18.2,-1.7000000000000002,18.6,15,12,184,55.6,28.4,1,-0.0698,-0.9976,-0.7071,-0.7071,59.1,-3.5
2025-12-24 15:00:00,KUTPLEAS11,-17.5,0.7,18.2,-1.7000000000000002,22.4,15,12,184,59.4,28.4,1,-0.0698,-0.9976,-0.7071,-0.7071,59.1,0.29999999999999716
2025-12-24 16:00:00,KUTSARAT62,-14.4,5.6,20.0,-1.4,20.4,16,12,176,57.4,32.4,1,0.0698,-0.9976,-0.866,-0.5,58.8,-1.3999999999999986
2025-12-24 16:00:00,KUTSARAT74,-18.3,1.7,20.0,-1.4,19.5,16,12,176,56.5,32.4,1,0.0698,-0.9976,-0.866,-0.5,58.8,-2.299999999999997
2025-12-24 16:00:00,KUTSARAT50,-10.7,9.3,20.0,-1.4,18.9,16,12,176,55.9,32.4,1,0.0698,-0.9976,-0.866,-0.5,58.8,-2.8999999999999986
2025-12-24 16:00:00,KUTLEHI73,-16.0,4.0,20.0,-1.4,19.6,16,12,176,56.6,32.4,1,0.0698,-0.9976,-0.866,-0.5,58.8,-2.1999999999999957
2025-12-24 16:00:00,KUTLEHI111,-13.8,6.2,20.0,-1.4,18.299999999999997,16,12,176,55.3,32.4,1,0.0698,-0.9976,-0.866,-0.5,58.8,-3.5
2025-12-24 16:00:00,KUTPLEAS11,-19.5,0.5,20.0,-1.4,22.299999999999997,16,12,176,59.3,32.4,1,0.0698,-0.9976,-0.866,-0.5,58.8,0.5
2025-12-24 16:00:00,KUTSARAT81,-10.7,9.3,20.0,-1.4,18.200000000000003,16,12,176,55.2,32.4,1,0.0698,-0.9976,-0.866,-0.5,58.8,-3.5999999999999943
2025-12-24 17:00:00,KUTLEHI73,-15.3,3.2,18.5,-1.7000000000000002,18.700000000000003,17,12,172,55.7,32.9,1,0.1392,-0.9903,-0.9659,-0.2588,56.2,-0.5
2025-12-24 17:00:00,KUTSARAT74,-16.4,2.1,18.5,-1.7000000000000002,18.9,17,12,172,55.9,32.9,1,0.1392,-0.9903,-0.9659,-0.2588,56.2,-0.30000000000000426
2025-12-24 17:00:00,KUTSARAT81,-9.3,9.2,18.5,-1.7000000000000002,19.4,17,12,172,56.4,32.9,1,0.1392,-0.9903,-0.9659,-0.2588,56.2,0.19999999999999574
2025-12-24 17:00:00,KUTLEHI111,-11.8,6.7,18.5,-1.7000000000000002,20.200000000000003,17,12,172,57.2,32.9,1,0.1392,-0.9903,-0.9659,-0.2588,56.2,1.0
2025-12-24 17:00:00,KUTSARAT62,-13.4,5.1,18.5,-1.7000000000000002,19.6,17,12,172,56.6,32.9,1,0.1392,-0.9903,-0.9659,-0.2588,56.2,0.3999999999999986
2025-12-24 17:00:00,KUTSARAT50,-7.699999999999999,10.8,18.5,-1.7000000000000002,19.700000000000003,17,12,172,56.7,32.9,1,0.1392,-0.9903,-0.9659,-0.2588,56.2,0.5
2025-12-24 17:00:00,KUTPLEAS11,-17.4,1.1,18.5,-1.7000000000000002,22.299999999999997,17,12,172,59.3,32.9,1,0.1392,-0.9903,-0.9659,-0.2588,56.2,3.0999999999999943
2025-12-24 18:00:00,KUTPLEAS11,-15.6,1.1,16.7,-1.9,20.799999999999997,18,12,158,57.8,29.1,1,0.3746,-0.9272,-1.0,-0.0,54.0,3.799999999999997
2025-12-24 18:00:00,KUTSARAT50,-2.799999999999999,13.9,16.7,-1.9,22.1,18,12,158,59.1,29.1,1,0.3746,-0.9272,-1.0,-0.0,54.0,5.100000000000001
2025-12-24 18:00:00,KUTSARAT81,-8.6,8.1,16.7,-1.9,21.4,18,12,158,58.4,29.1,1,0.3746,-0.9272,-1.0,-0.0,54.0,4.399999999999999
2025-12-24 18:00:00,KUTLEHI111,-10.299999999999999,6.4,16.7,-1.9,18.700000000000003,18,12,158,55.7,29.1,1,0.3746,-0.9272,-1.0,-0.0,54.0,1.7000000000000028
2025-12-24 18:00:00,KUTLEHI73,-12.2,4.5,16.7,-1.9,20.200000000000003,18,12,158,57.2,29.1,1,0.3746,-0.9272,-1.0,-0.0,54.0,3.200000000000003
2025-12-24 18:00:00,KUTSARAT74,-14.399999999999999,2.3,16.7,-1.9,20.0,18,12,158,57.0,29.1,1,0.3746,-0.9272,-1.0,-0.0,54.0,3.0
2025-12-24 18:00:00,KUTSARAT62,-10.2,6.5,16.7,-1.9,20.6,18,12,158,57.6,29.1,1,0.3746,-0.9272,-1.0,-0.0,54.0,3.6000000000000014
2025-12-24 19:00:00,KUTSARAT74,-17.3,1.8,19.1,-2.0,20.4,19,12,176,57.4,34.2,0,0.0698,-0.9976,-0.9659,0.2588,54.2,3.1999999999999957
2025-12-24 19:00:00,KUTSARAT50,-5.400000000000002,13.7,19.1,-2.0,22.299999999999997,19,12,176,59.3,34.2,0,0.0698,-0.9976,-0.9659,0.2588,54.2,5.099999999999994
2025-12-24 19:00:00,KUTLEHI73,-15.900000000000002,3.2,19.1,-2.0,19.9,19,12,176,56.9,34.2,0,0.0698,-0.9976,-0.9659,0.2588,54.2,2.6999999999999957
2025-12-24 19:00:00,KUTSARAT62,-13.8,5.3,19.1,-2.0,20.5,19,12,176,57.5,34.2,0,0.0698,-0.9976,-0.9659,0.2588,54.2,3.299999999999997
2025-12-24 19:00:00,KUTSARAT81,-7.500000000000002,11.6,19.1,-2.0,21.700000000000003,19,12,176,58.7,34.2,0,0.0698,-0.9976,-0.9659,0.2588,54.2,4.5
2025-12-24 19:00:00,KUTPLEAS11,-18.8,0.3,19.1,-2.0,16.299999999999997,19,12,176,53.3,34.2,0,0.0698,-0.9976,-0.9659,0.2588,54.2,-0.9000000000000057
2025-12-24 19:00:00,KUTLEHI111,-11.8,7.3,19.1,-2.0,18.0,19,12,176,55.0,34.2,0,0.0698,-0.9976,-0.9659,0.2588,54.2,0.7999999999999972
